date,open,high,low,close,volume,dividends,stock_splits,kd_k,kd_d,bias_5,bias_10,bias_20
2026-01-21,72.9000015258789,74.58999633789062,70.41999816894531,72.63999938964844,8343200,0.0,0.0,17.91,27.05,-5.75,-8.86,-10.51
2026-01-22,73.55000305175781,73.80999755859375,70.76000213623047,71.3499984741211,7345900,0.0,0.0,13.66,22.59,-4.07,-9.43,-11.25
2026-01-23,70.86000061035156,72.55000305175781,69.87999725341797,71.33000183105469,7506200,0.0,0.0,11.71,18.96,-2.72,-8.23,-10.64
2026-01-26,70.01000213623047,72.43000030517578,69.8499984741211,70.9000015258789,7238000,0.0,0.0,9.69,15.87,-1.23,-7.36,-10.52
2026-01-27,70.37999725341797,70.53800201416016,67.5,69.95999908447266,10213400,0.0,0.0,10.37,14.04,-1.79,-7.01,-11.07
2026-01-28,72.86000061035156,77.0,71.91000366210938,72.83999633789062,16300600,0.0,0.0,17.84,15.3,2.19,-1.8,-6.95
2026-01-29,70.30500030517578,70.5999984741211,65.75,67.55000305175781,16968100,0.0,0.0,16.1,15.57,-4.21,-6.76,-13.03
2026-01-30,66.5999984741211,66.91000366210938,61.8849983215332,63.93000030517578,15737900,0.0,0.0,15.11,15.41,-7.4,-10.19,-16.86
2026-02-02,61.5,61.869998931884766,58.40999984741211,58.86000061035156,14468200,0.0,0.0,10.88,13.9,-11.66,-14.95,-22.21
2026-02-03,60.16600036621094,60.16600036621094,53.7599983215332,56.15999984741211,16819300,0.0,0.0,10.69,12.83,-12.07,-16.86,-24.35
2026-02-04,56.185001373291016,56.290000915527344,51.52000045776367,55.04999923706055,14496000,0.0,0.0,11.75,12.47,-8.72,-16.33,-24.33
2026-02-05,53.630001068115234,54.47800064086914,49.900001525878906,50.22999954223633,15489000,0.0,0.0,8.24,11.06,-11.64,-21.12,-29.48
2026-02-06,53.80500030517578,57.79999923706055,53.619998931884766,57.040000915527344,17508700,0.0,0.0,14.27,12.13,2.83,-8.37,-18.5
2026-02-09,56.33000183105469,60.880001068115234,55.7599983215332,60.09999847412109,10755400,0.0,0.0,22.06,15.44,7.87,-1.75,-12.71
2026-02-10,58.540000915527344,62.0,58.29999923706055,59.75,7515500,0.0,0.0,30.57,20.48,5.88,-0.67,-11.73
2026-02-11,59.11000061035156,59.16999816894531,55.88999938964844,57.86000061035156,8585500,0.0,0.0,35.98,25.65,1.52,-1.35,-12.88
2026-02-12,58.75,58.75,55.310001373291016,56.630001068115234,8567200,0.0,0.0,42.53,31.27,-2.82,-1.62,-12.88
2026-02-13,58.43999862670898,62.20000076293945,57.22999954223633,60.040000915527344,12023900,0.0,0.0,55.83,39.46,1.98,5.02,-6.45
2026-02-17,59.27000045776367,62.900001525878906,57.02000045776367,61.619998931884766,9686900,0.0,0.0,67.27,48.73,4.12,7.26,-2.7
